Id,SEX,CITY,LOCATION,FIO_TIME,DESCRIPTION,COMPLEXION,FIOFS_TYPE,OUTCOME,FIO_DATE_CORRECTED,CLOTHING,AGE_AT_FIO_CORRECTED,STOP_REASONS,FIOFS_REASONS
99919,MALE,BOSTON, DUDLEY ST at WARREN ST,3/3/15 00:00,B(Black),Dark,IOF,F,3/3/15 00:00,gry hoodie; black pants,30,,INVESTIGATE; PERSON
99920,MALE,BOSTON,680 COLUMBIA RD,3/3/15 00:00,H(Hispanic),Med,IOF,FO,3/3/15 00:00,red SWEATER; white Tshirt; BLU PANTS,30,OTHER (SPECIFY),INVESTIGATE; PERSON
99921,MALE,BOSTON,680  COLUMBIA RD,3/3/15 00:00,B(Black),Dark,IOF,FO,3/3/15 00:00,black HOODIE blue jeans,30,INVESTIGATIVE,INVESTIGATE; PERSON
99922,MALE,BOSTON, COLUMBIA RD at GENEVA AV,3/3/15 00:00,B(Black),Med,IO,F,3/3/15 00:00,blue jeans;SANDALS; BRN PURSE,30,INVESTIGATIVE,INVESTIGATE; PERSON
99923,FEMALE,BOSTON,00 ARMORY ST,3/2/15 00:00,H(Hispanic),Med,IOS,SFO,3/2/15 00:00,black jacket/blue jeans,30,INVESTIGATIVE,PROSTITUTION; COMMON NIGHT WALKER
99924,MALE,BOSTON,12 DORR ST,4/12/15 00:00,B(Black),Med,IOF,F,4/12/15 00:00,braids; black blue hoodie; lbue jeans,30,,INVESTIGATE; PERSON
99926,MALE,BOSTON, W NEWTON ST,4/21/15 00:00,B(Black),Dark,IO,F,4/21/15 00:00,BROWN JACKET/black jeans/red PLAID sneakers,30,,INVESTIGATE; PERSON
99931,MALE,BOSTON, WALNUT AV at HUMBOLDT AV,4/16/15 00:00,B(Black),Med,IOF,F,4/16/15 00:00,black t-shirt; tan pants,30,RADIO CALL,AFFRAY
99932,MALE,BOSTON, WALNUT AV at HUMBOLDT AV,4/16/15 00:00,B(Black),Med,IOF,F,4/16/15 00:00,WHITE T shirt black PANTS,30,OTHER (SPECIFY),INVESTIGATE; PERSON
99933,MALE,BOSTON, WALNUT AV at HUMBOLDT AV,4/16/15 00:00,B(Black),Light,IO,,4/16/15 00:00,black JACKET KHAKI PANTS,30,RADIO CALL,OVERDOSE
99934,MALE,BOSTON, WALNUT AV at HUMBOLDT AV,4/16/15 00:00,B(Black),NO DATA ENTERED,IO,F,4/16/15 00:00,light blue; white t-shirt; blue jeans,30,,TRESPASSING
99935,MALE,BOSTON,54 ANNUNCIATION RD,4/16/15 00:00,B(Black),NO DATA ENTERED,IO,F,4/16/15 00:00,BLU HOODIE; jeans,30,INVESTIGATIVE,DRUGS; CONSPIRACY
99942,MALE,BOSTON,00 AMORY ST,3/2/15 00:00,H(Hispanic),Med,IS,SFO,3/2/15 00:00,black HAT; HOODIE; jeans,30,,VAL
99943,MALE,BOSTON,54 ANNUNCIATION RD,4/16/15 00:00,B(Black),Med,IO,,4/16/15 00:00,,30,,VAL
99951,MALE,BOSTON,525 GENEVA AV,2/19/15 00:00,W(White),Brown,IO,F,2/19/15 00:00,blue sweatshirt bluejeans,30,INVESTIGATIVE,INVESTIGATE; PERSON
99961,FEMALE,BOSTON, WOLCOTT SQ,4/15/15 00:00,B(Black),Med,IO,F,4/15/15 00:00,beard; white shirt; blue jeans,30,INVESTIGATIVE,INVESTIGATE; PERSON
99963,MALE,BOSTON, WOLCOTT SQ,4/15/15 00:00,B(Black),Med,IOF,F,4/15/15 00:00,grayplaidsshirtbrownpantsredshorts,30,INVESTIGATIVE,INVESTIGATE; PERSON
99964,MALE,BOSTON,19 WEBSTER ST,4/10/15 00:00,W(White),Med,IO,F,4/10/15 00:00,TAN JKT,30,,VAL
99968,MALE,BOSTON, COLUMBIA RD at WASHINGTON ST,3/2/15 00:00,H(Hispanic),NO DATA ENTERED,O,F,3/2/15 00:00,FATIGUE PANTS; BRN BOOTS; black HOODED JKT,23,,INVESTIGATE; PERSON
99969,MALE,BOSTON, WOODROW AV at MOUNTAIN AV,3/2/15 00:00,B(Black),Med,IOF,F,3/2/15 00:00,red HAT; WHITE Tshirt; WHITE SWEATS,30,,INVESTIGATE; PERSON
99970,MALE,BOSTON, SELDEN ST at CAPEN ST,3/2/15 00:00,B(Black),NO DATA ENTERED,OF,F,3/2/15 00:00,black HAT; GRY HOODED JKT; white sneakers,23,,VAL
99971,MALE,BOSTON, WASHINGTON ST at TALBOT AV,3/2/15 00:00,B(Black),Dark,IO,F,3/2/15 00:00,white sweatshirt; green sweatpants,30,,INVESTIGATE; PERSON
99972,MALE,BOSTON, MT PLEASANT ST at DUDLEY ST,3/1/15 00:00,B(Black),Med,IO,F,3/1/15 00:00,gray sweatshirt; jeans; black sneakers,30,,PROSTITUTION; COMMON NIGHT WALKER
99973,MALE,BOSTON, MT PLEASANT AV at DUDLEY ST,3/1/15 00:00,B(Black),Med,IO,F,3/1/15 00:00,blue jeans; blue hoodie,30,,PROSTITUTION; COMMON NIGHT WALKER
99981,MALE,BOSTON,54 ANNUNCIATION RD,4/16/15 00:00,H(Hispanic),Med,IO,,4/16/15 00:00,BLUE T-shirt/blue jeans,30,,INVESTIGATE; PERSON
99982,MALE,BOSTON,4 WAKULLAH ST,4/16/15 00:00,NO DATA ENTERED,NO DATA ENTERED,IO,,4/16/15 00:00,BLUE T-shirt/blue jeans,30,,INVESTIGATE; PERSON
99983,MALE,BOSTON,4 WAKULLAH ST,4/16/15 00:00,B(Black),Med,IO,F,4/16/15 00:00,BLUE shirt; blue jeans; BLUE/ORANGE KNICKS HAT,30,INVESTIGATIVE,INVESTIGATE; PERSON
99984,MALE,BOSTON,4 WAKULLAH ST,4/16/15 00:00,B(Black),Med,IOF,F,4/16/15 00:00,BLU T-SHT; jeans,30,,INVESTIGATE; PERSON
99985,MALE,BOSTON, POLK ST at BUNKER HILL ST,4/16/15 00:00,NO DATA ENTERED,NO DATA ENTERED,IOF,F,4/16/15 00:00,ALL black,30,INVESTIGATIVE,INVESTIGATE; PERSON
99993,MALE,BOSTON,137 HANCOCK ST,3/1/15 00:00,B(Black),Med,IOF,F,3/1/15 00:00,black HOODED T shirt; jeans,30,,VAL
99994,MALE,BOSTON,00 HARRISON AV,3/3/15 00:00,B(Black),Dark,I,F,3/3/15 00:00,BRN JKT jeans,30,INVESTIGATIVE,VAL
99995,MALE,BOSTON, GREEN ST,2/11/15 00:00,W(White),Light,I,,2/11/15 00:00,red SWEATshirt; blue jeans,30,,VAL
99996,MALE,BOSTON,00 HARRISON AV,3/3/15 00:00,B(Black),Dark,I,F,3/3/15 00:00,,30,CRIMINAL VIOLATION,VAL
99997,MALE,BOSTON,137 HANCOCK ST,3/1/15 00:00,B(Black),Med,IOF,F,3/1/15 00:00,,30,INVESTIGATIVE,B&E; RESIDENCE - NIGHT
99998,FEMALE,BOSTON, BOYLSTON ST,2/18/15 00:00,W(White),NO DATA ENTERED,I,,2/18/15 00:00,STRIPED shirt; SHORTS,30,RADIO CALL,INVESTIGATE; PERSON
99999,MALE,BOSTON, CAUSEWAY ST,2/1/15 00:00,W(White),NO DATA ENTERED,I,,2/1/15 00:00,cincinnati reds winter hat; black/red/gray jacket,30,,VAL
100000,MALE,BOSTON, ROWES WF,2/16/15 00:00,W(White),Fair,I,,2/16/15 00:00,Green T-shirt; Dark Pants,30,INVESTIGATIVE,INVESTIGATE; PERSON
100001,MALE,BOSTON, MAGNOLIA ST at HALF MOON ST,3/1/15 00:00,B(Black),Med,IO,F,3/1/15 00:00,gray baseball hat/black shirt;pants;and sneakers,30,RADIO CALL,DISPUTE
100002,MALE,BOSTON, POLK ST,4/16/15 00:00,B(Black),NO DATA ENTERED,IOF,F,4/16/15 00:00,blue A&E sweat shirt/gray sweatpants/blue red sox hat,30,RADIO CALL,B&E; RESIDENCE - NIGHT
100003,MALE,BOSTON, WASHINGTON ST,4/16/15 00:00,B(Black),NO DATA ENTERED,O,F,4/16/15 00:00,celtics hat; gree hoodie; blue jeans,33,,INVESTIGATE; PERSON
100004,MALE,BOSTON, WASHINGTON ST,4/16/15 00:00,H(Hispanic),NO DATA ENTERED,IO,F,4/16/15 00:00,black JKT; black PANTS,30,OTHER (SPECIFY),TRESPASSING
100005,MALE,BOSTON, WASHINGTON ST,4/16/15 00:00,NO DATA ENTERED,NO DATA ENTERED,IO,,4/16/15 00:00,black HOODED COAT; jeans,30,INVESTIGATIVE,VAL
100006,MALE,BOSTON, BEACH ST,2/12/15 00:00,B(Black),Dark,I,,2/12/15 00:00,black JACKET Tred HAT GRAY PANTS,30,INVESTIGATIVE,INVESTIGATE; PERSON
100007,MALE,BOSTON,618 SHAWMUT AV,4/16/15 00:00,B(Black),NO DATA ENTERED,I,F,4/16/15 00:00,blue hat; gray hoodie; blue jeans,30,,INVESTIGATE; PERSON
100010,MALE,BOSTON, STANDISH ST at KINGSDALE ST,3/1/15 00:00,B(Black),Med,IOF,F,3/1/15 00:00,SHORTS; T shirt,30,RADIO CALL,INVESTIGATE; PERSON
100011,MALE,BOSTON, STANDISH ST at KINGSDALE ST,3/1/15 00:00,B(Black),Med,IOFS,F,3/1/15 00:00,black HOODIE/black PANTS,30,INVESTIGATIVE,INVESTIGATE; PERSON
100012,MALE,BOSTON, CENTRE ST at ODONNELL TR,2/28/15 00:00,B(Black),Med,IOFS,F,2/28/15 00:00,,30,,LARCENY; UNDER
100013,MALE,BOSTON,600 BLUE HILL AV,2/25/15 00:00,B(Black),Med,IO,F,2/25/15 00:00,black JACKET; gray hoodie; black SWEATS,30,,INVESTIGATE; PERSON
100014,MALE,BOSTON,600 BLUE HILL AV,2/25/15 00:00,H(Hispanic),Med,IO,F,2/25/15 00:00,black HAT W/ BRO FUR white L SLLEVEshirt; LT BLU PANTS,30,RADIO CALL,INVESTIGATE; PERSON
100015,MALE,BOSTON,625 SHAWMUT AV,4/16/15 00:00,NO DATA ENTERED,NO DATA ENTERED,I,,4/16/15 00:00,sneakers; blue jeans; Tshirt; hoodie,30,MOTOR VEHICLE VIOLATION,VAL
100016,MALE,BOSTON,56 SCHOOL ST,4/22/15 00:00,H(Hispanic),Light,I,F,4/22/15 00:00,black JACKET; gray jeans; black sneakers,30,MOTOR VEHICLE VIOLATION,INVESTIGATE; PERSON
100017,MALE,BOSTON,680 PARKER ST,4/16/15 00:00,B(Black),NO DATA ENTERED,IO,F,4/16/15 00:00,black hooded sweatshirt; black sweatpants,30,MOTOR VEHICLE VIOLATION,VAL
100018,MALE,BOSTON, BROOKLINE AV,4/16/15 00:00,H(Hispanic),NO DATA ENTERED,I,,4/16/15 00:00,black HOODED COAT; black jeans; black BOOTS,30,,INVESTIGATE; PERSON
100019,MALE,BOSTON, KENDALL ST,4/16/15 00:00,H(Hispanic),Light,IO,F,4/16/15 00:00,black NORTHFACE HOODIE; BLUE PAJAMA; black BOOTS,30,,INVESTIGATE; PERSON
100021,MALE,BOSTON,1800 HYDE PARK AV,4/13/15 00:00,W(White),Fair,O,F,4/13/15 00:00,black swtshirt; jeans; Boston flat brim hat,37,INVESTIGATIVE,INVESTIGATE; PERSON
100022,MALE,BOSTON,600 BLUE HILL AV,2/25/15 00:00,H(Hispanic),Med,IO,F,2/25/15 00:00,BRD ON-RAG; black JACKET; blue jeans,30,INVESTIGATIVE,INVESTIGATE; PERSON
100025,MALE,BOSTON, COLUMBIA RD at HAMILTON ST,2/28/15 00:00,H(Hispanic),Med,IOFS,F,2/28/15 00:00,black jacket; black Pants; gray Sneakers,30,INVESTIGATIVE,INVESTIGATE; PERSON
100026,MALE,BOSTON, MINDEN ST at WALDEN ST,2/25/15 00:00,B(Black),Dark,IO,F,2/25/15 00:00,BLU/white DRESS SHT; black PANTS,30,MOTOR VEHICLE VIOLATION,VAL
100027,MALE,BOSTON, WALNUT AV at CRAWFORD ST,2/21/15 00:00,B(Black),Med,IO,F,2/21/15 00:00,BLUE TANK TOP; KHAKI SHORTS,30,,VAL
100028,MALE,BOSTON, BLUE HILL AV,2/25/15 00:00,H(Hispanic),Light,IO,F,2/25/15 00:00,"black jacket ""crooks"" / jeans",30,INVESTIGATIVE,DRUGS; SALE
100029,MALE,BOSTON, BLUE HILL AV at CASTLEGATE RD,2/25/15 00:00,B(Black),Dark,IOF,F,2/25/15 00:00,BRIGHT TOP black SWEATPANTS,30,RADIO CALL,DISTURBANCE
100030,MALE,BOSTON, STANLEY ST at QUINCY ST,2/23/15 00:00,B(Black),Med,IOF,,2/23/15 00:00,,30,RADIO CALL,AFFRAY
100031,MALE,BOSTON,457 COLUMBIA RD,2/23/15 00:00,H(Hispanic),Light,IO,F,2/23/15 00:00,ORANGE T shirt; gray SWEATS,30,,VAL
100032,MALE,BOSTON, NORFOLK ST at PROCTOR ST,2/19/15 00:00,B(Black),Med,IO,F,2/19/15 00:00,black Jacket; blue jeans,30,RADIO CALL,DISTURBANCE
100040,MALE,BOSTON, BOWDOIN ST at OLNEY ST,1/18/15 00:00,B(Black),Med,IOFS,F,1/18/15 00:00,gray HOOIDE; blue jeans gray /white sneakers,30,INVESTIGATIVE,INVESTIGATE; PERSON
100070,MALE,BOSTON, NORFOLK ST at CORBET ST,3/3/15 00:00,B(Black),Dark,I,F,3/3/15 00:00,red sox jacket/red sox hat,30,MOTOR VEHICLE VIOLATION,VAL
100071,MALE,BOSTON, NORFOLK ST at CORBET ST,3/3/15 00:00,B(Black),Med,I,F,3/3/15 00:00,black/red WINTER HAT; red HOODIE; blue jeans,30,MOTOR VEHICLE VIOLATION,VAL
100072,MALE,BOSTON, BOWDOIN ST at OLNEY ST,1/18/15 00:00,B(Black),NO DATA ENTERED,IO,F,1/18/15 00:00,red hoodie; black SWEATPANTS,30,MOTOR VEHICLE VIOLATION,VAL
100073,MALE,BOSTON, NORFOLK ST at CORBET ST,3/3/15 00:00,B(Black),Med,I,F,3/3/15 00:00,red shirt; black SHORTS,30,OTHER (SPECIFY),INVESTIGATE; MV
100074,MALE,BOSTON, BOWDOIN ST at OLNEY ST,1/18/15 00:00,B(Black),Med,IO,F,1/18/15 00:00,tattoos; beard; yellow orange tank shorts,30,,INVESTIGATE; PERSON
100075,FEMALE,BOSTON, WASHINGTON ST,2/11/15 00:00,W(White),NO DATA ENTERED,I,,2/11/15 00:00,hat; brn jacket; blue jean,30,INVESTIGATIVE,INVESTIGATE; PERSON
100076,MALE,BOSTON,29 JENKINS ST,4/20/15 00:00,W(White),Light,IO,F,4/20/15 00:00,TANSHORTS TAN SHOES,30,INVESTIGATIVE,INVESTIGATE; PERSON
100077,MALE,BOSTON,43 MT PLEASANT AV,4/22/15 00:00,B(Black),Med,IO,F,4/22/15 00:00,,30,,INVESTIGATE; PERSON
100078,FEMALE,BOSTON, CLAXTON ST at BROOKWAY RD,4/22/15 00:00,H(Hispanic),Med,IO,F,4/22/15 00:00,YELLOW PLAID shirt jeans,30,OTHER (SPECIFY),TRESPASSING
100079,MALE,BOSTON, ARCHDALE RD at DELFORD ST,4/21/15 00:00,H(Hispanic),Light,IO,F,4/21/15 00:00,grncoatbluejeanswhite sneakers,30,INVESTIGATIVE,INVESTIGATE; PERSON
100080,MALE,BOSTON, ARCHDALE RD at DELFORD ST,4/21/15 00:00,NO DATA ENTERED,Light,O,F,4/21/15 00:00,DON'T REMEMBER,25,,INVESTIGATE; PERSON
100083,MALE,BOSTON, ELLINGTON ST at BLUE HILL AV,3/3/15 00:00,B(Black),NO DATA ENTERED,IO,F,3/3/15 00:00,Blue button down; jeans,30,INVESTIGATIVE,INVESTIGATE; PERSON
100085,MALE,BOSTON,40 DALTON ST,3/3/15 00:00,W(White),OTHER,IOFS,F,3/3/15 00:00,black jacket; blue jeans,30,INVESTIGATIVE,MV ACCIDENT
100089,MALE,BOSTON,205 GROVE ST,4/21/15 00:00,W(White),Med,IO,F,4/21/15 00:00,ORANGE shirt GRAY STRETCH PANTS,30,INVESTIGATIVE,INVESTIGATE; PERSON
100110,MALE,BOSTON, BLUE HILL AV at GLENWAY ST,3/3/15 00:00,B(Black),NO DATA ENTERED,IO,F,3/3/15 00:00,black sweatshirt; black shorts,30,INVESTIGATIVE,INVESTIGATE; PERSON
100111,MALE,BOSTON, AVERY PL,2/11/15 00:00,W(White),NO DATA ENTERED,I,,2/11/15 00:00,WHITE TANK TOP,30,MOTOR VEHICLE VIOLATION,INVESTIGATE; PERSON
100112,MALE,BOSTON, AMES ST at AMES WY,2/26/15 00:00,B(Black),Med,IO,F,2/26/15 00:00,ny yankee hat; i love ny sweatshirt,30,,INVESTIGATE; PERSON
100113,MALE,BOSTON, AMES ST at AMES WY,2/26/15 00:00,B(Black),Med,IO,F,2/26/15 00:00,,30,MOTOR VEHICLE VIOLATION,VAL
100114,MALE,BOSTON,9 DITMUS CT,3/2/15 00:00,W(White),Light,O,F,3/2/15 00:00,blue jacket; blue jeans; white;  black sneakers,51,INVESTIGATIVE,DRUGS; INVESTIGATION
100115,MALE,BOSTON,3890 WASHINGTON ST,4/22/15 00:00,H(Hispanic),Med,IO,F,4/22/15 00:00,white shirt blue jeans,30,INVESTIGATIVE,INVESTIGATE; MV
100116,MALE,BOSTON,3890 WASHINGTON ST,4/22/15 00:00,H(Hispanic),Med,IO,F,4/22/15 00:00,STRIPED shirt; blue jeans,30,INVESTIGATIVE,INVESTIGATE; PERSON
100117,MALE,BOSTON,00 KENDALL ST,4/23/15 00:00,B(Black),OTHER,IOF,F,4/23/15 00:00,black HAT; GRY shirt; GRY PANTS; black SNKRS,30,OTHER (SPECIFY),INVESTIGATE; PERSON
100119,FEMALE,BOSTON,179 GOLD ST,4/20/15 00:00,W(White),NO DATA ENTERED,I,F,4/20/15 00:00,BLU DRESS shirt;TIE; GRY PANTS,30,MOTOR VEHICLE VIOLATION,VAL
100122,MALE,BOSTON,0 COLUMBUS AV,3/2/15 00:00,B(Black),Dark,IOF,F,3/2/15 00:00,white T shirt; blue jeans SHORTS,30,INVESTIGATIVE,INVESTIGATE; PERSON
100129,MALE,BOSTON,179 GOLD ST,4/20/15 00:00,W(White),NO DATA ENTERED,I,F,4/20/15 00:00,BLU ZIP UP hoodie; PINK; T-SHTJEAN SHORTSblack SKNERS,30,,INVESTIGATE; PERSON
100139,MALE,BOSTON,179 GOLD ST,4/20/15 00:00,W(White),Light,I,F,4/20/15 00:00,black t-shirt; TAN CARGO PANTS; white sneakers,30,,VAL
100140,MALE,BOSTON,14 ZEIGLER ST,4/22/15 00:00,B(Black),Brown,O,O,4/22/15 00:00,black HAT; GREEN COAT; black PANTS,45,INVESTIGATIVE,PUBLIC DRINKING
100141,MALE,BOSTON,39 REGENT ST,4/22/15 00:00,B(Black),Brown,O,F,4/22/15 00:00,red/black PLANNEL shirt; blue jeans,24,RADIO CALL,TRESPASSING
100142,MALE,BOSTON,85 WARREN ST,4/23/15 00:00,B(Black),Med,O,F,4/23/15 00:00,black JACKET; CAMO PANTS; GREEN sneakers,26,INVESTIGATIVE,INVESTIGATE; PERSON
100143,MALE,BOSTON,2360 WASHINGTON ST,4/27/15 00:00,B(Black),Med,O,O,4/27/15 00:00,red COAT; black PANTS,34,INVESTIGATIVE,PUBLIC DRINKING
100146,MALE,BOSTON, DUDLEY ST at HARRISON AV,3/3/15 00:00,B(Black),Med,O,F,3/3/15 00:00,GREEN SWEATshirt; TAN PANTS,21,MOTOR VEHICLE VIOLATION,INVESTIGATE; PERSON
100147,FEMALE,BOSTON, WASHINGTON ST at NORWELL ST,2/27/15 00:00,B(Black),NO DATA ENTERED,IO,F,2/27/15 00:00,black HAT/black JACKET/blue jeans,30,,INVESTIGATE; PERSON
100148,MALE,BOSTON, DORCHESTER AV at GIBSON ST,3/3/15 00:00,B(Black),Med,O,F,3/3/15 00:00,black JACKET; blue jeans; black sneakers,26,INVESTIGATIVE,DRUGS; INVESTIGATION
100149,MALE,BOSTON, DUDLEY ST at WOODWARD AV,3/3/15 00:00,B(Black),Dark,IO,F,3/3/15 00:00,black T-shirt/black SWEATPANTS,30,,DRUGS; INVESTIGATION
100169,MALE,BOSTON,00 MASSACHUSETTS AV,3/3/15 00:00,B(Black),OTHER,O,F,3/3/15 00:00,,22,MOTOR VEHICLE VIOLATION,VAL
100172,MALE,BOSTON, WASHINGTON ST at NORWELL ST,2/27/15 00:00,B(Black),NO DATA ENTERED,IO,F,2/27/15 00:00,blue long sleeve shirt & jeans,30,,INVESTIGATE; PERSON
100173,MALE,BOSTON,0 BLUE HILL AV at COLUMBIA RD,2/27/15 00:00,B(Black),Med,O,F,2/27/15 00:00,,45,INVESTIGATIVE,VAL
100174,MALE,BOSTON,587 BOYLSTON ST,3/3/15 00:00,B(Black),Dark,IO,F,3/3/15 00:00,,30,MOTOR VEHICLE VIOLATION,VAL
100175,MALE,BOSTON, BLUE HILL AV at VESTA RD,2/25/15 00:00,B(Black),Dark,OF,F,2/25/15 00:00,black sweat pants; black jacket,-1,,VAL
100176,MALE,BOSTON, ELM HILL AV at CHENEY ST,1/21/15 00:00,W(White),Light,IO,F,1/21/15 00:00,blue NY rangers hat; tan jacket; blue jeans,30,,INVESTIGATE; MV
100178,FEMALE,BOSTON,2360 WASHINGTON ST,4/27/15 00:00,B(Black),Brown,IO,O,4/27/15 00:00,white T; CAMO SHORTS,30,MOTOR VEHICLE VIOLATION,DRUGS; INVESTIGATION
100179,MALE,BOSTON,43 MT PLEASANT AV,4/22/15 00:00,B(Black),Med,IO,F,4/22/15 00:00,BRN Tshirt; BLUE shirt,30,,VAL
100180,MALE,BOSTON,296 CENTRE PZ,4/22/15 00:00,W(White),NO DATA ENTERED,I,F,4/22/15 00:00,red shirt; DARK SHORTS,30,,INVESTIGATE; PERSON
100181,FEMALE,BOSTON,296 CENTRE ST,4/22/15 00:00,W(White),NO DATA ENTERED,IF,F,4/22/15 00:00,,30,OTHER (SPECIFY),INVESTIGATE; PERSON
100182,MALE,BOSTON, WINTHROP ST,2/26/15 00:00,B(Black),Med,IO,F,2/26/15 00:00,black HOODIE/jeans,30,RADIO CALL,INVESTIGATE; PERSON
100183,MALE,BOSTON,43 MT PLEASANT AV,4/22/15 00:00,B(Black),Brown,IO,F,4/22/15 00:00,black HOODED JACKET; blue jeans,30,,INVESTIGATE; PERSON
100189,FEMALE,BOSTON,9 DITMUS CT,1/2/15 00:00,W(White),Light,O,,1/2/15 00:00,red jacket; black pants; black sneakers,21,INVESTIGATIVE,DRUGS; INVESTIGATION
100209,MALE,BOSTON, BLUE HILL AV at VESTA RD,2/26/15 00:00,B(Black),NO DATA ENTERED,IOF,F,2/26/15 00:00,black hat w b; black jacket w ibod; jeans,30,,INVESTIGATE; PERSON
100210,MALE,BOSTON, TREMONT ST,2/19/15 00:00,W(White),NO DATA ENTERED,I,,2/19/15 00:00,,30,INVESTIGATIVE,TRESPASSING
100211,MALE,BOSTON, NORMANDY ST at DEVON ST,2/26/15 00:00,B(Black),NO DATA ENTERED,OF,F,2/26/15 00:00,CAMO PANTS; black BOOTS; NF JACKET,25,RADIO CALL,INVESTIGATE; PERSON
100213,MALE,BOSTON,39  VINE ST,1/31/15 00:00,W(White),Light,O,F,1/31/15 00:00,BROWN JACKET; black NYLON PANTS,60,RADIO CALL,INVESTIGATE; PERSON
100214,MALE,BOSTON,17 LATTIMORE CT,2/27/15 00:00,B(Black),Dark,IOF,F,2/27/15 00:00,black HOODIE/WHITE T/blue jeans,30,RADIO CALL,B&E; MV
100215,MALE,BOSTON,17 LATTIMORE CT,2/27/15 00:00,B(Black),Med,IO,F,2/27/15 00:00,BULLS HAT; GRAY shirt; KHAKI PANTS,30,MOTOR VEHICLE VIOLATION,VAL
100216,MALE,BOSTON,17 LATTIMORE CT,2/27/15 00:00,B(Black),Med,IO,F,2/27/15 00:00,white t shirt; black/blue hoes,30,,VAL
100246,MALE,BOSTON, BUNKER HILL ST,2/7/15 00:00,W(White),Light,I,,2/7/15 00:00,black T shirtBROWNSHORTSblack gray FLIP FOPS,30,INVESTIGATIVE,INVESTIGATE; PERSON
100247,MALE,BOSTON, BLUE HILL AV at VESTA RD,2/26/15 00:00,B(Black),Dark,IOF,F,2/26/15 00:00,black JKT gray /BLU SHORTS,30,INVESTIGATIVE,INVESTIGATE; PERSON
100248,MALE,BOSTON, WINTHROP ST,2/26/15 00:00,B(Black),Med,IO,F,2/26/15 00:00,black HAT; black VEST; WHITE shirt; black jeans black sneakers,30,RADIO CALL,INVESTIGATE; PERSON
100249,MALE,BOSTON, RIVER ST at BLAKE ST,2/26/15 00:00,B(Black),Med,IOF,F,2/26/15 00:00,gray shirt; blue jeans,30,MOTOR VEHICLE VIOLATION,CITY ORDINANCE OTHER;
100250,MALE,BOSTON, ARCADIA ST at CORWIN ST,1/18/15 00:00,B(Black),Dark,F,F,1/18/15 00:00,Bruins sweatshirt/ Ankle Braclet (probation for armed rob),21,MOTOR VEHICLE VIOLATION,INVESTIGATE; PERSON
100251,MALE,BOSTON,56 SCHOOL ST,4/22/15 00:00,H(Hispanic),Med,I,F,4/22/15 00:00,black leather coat; black jeans; long braids,30,,INVESTIGATE; PERSON
100252,MALE,BOSTON,56 SCHOOL ST,4/22/15 00:00,H(Hispanic),Med,I,F,4/22/15 00:00,red shirt; ARMY PANTS; WHITE/red/black JORDAN sneakers,30,INVESTIGATIVE,INVESTIGATE; PERSON
100253,MALE,BOSTON, CLIFTON ST at ALBION ST,1/21/15 00:00,H(Hispanic),Med,IOF,F,1/21/15 00:00,BLUE HOODIE; TAN SHORTS; white sneakers,30,RADIO CALL,INVESTIGATE; PERSON
100254,MALE,BOSTON, MT PLEASANT ST,4/18/15 00:00,NO DATA ENTERED,NO DATA ENTERED,O,F,4/18/15 00:00,black hoodie; black pants,-1,,INVESTIGATE; PERSON
100256,MALE,BOSTON, DORCHESTER AV at MT VERNON ST,2/26/15 00:00,B(Black),Med,O,F,2/26/15 00:00,black hoodie; blue jeans,22,INVESTIGATIVE,INVESTIGATE; PERSON
100257,MALE,BOSTON, BUNKER HILL ST,2/7/15 00:00,W(White),NO DATA ENTERED,I,,2/7/15 00:00,,30,INVESTIGATIVE,INVESTIGATE; PREMISES
100258,MALE,BOSTON,19 ZEIGLER ST,1/30/15 00:00,B(Black),Med,O,FO,1/30/15 00:00,,45,INVESTIGATIVE,PUBLIC DRINKING
100259,FEMALE,BOSTON,9 DITMUS CT,3/4/15 00:00,B(Black),Med,I,F,3/4/15 00:00,black KNIT CAP; black JACKET; jeans,30,INVESTIGATIVE,INVESTIGATE; PERSON
100260,MALE,BOSTON,26 ANNUNCIATION RD,2/24/15 00:00,B(Black),Med,OF,,2/24/15 00:00,gray WINTER COAT W/ FUR HOOD; black SWEAT,20,INVESTIGATIVE,INVESTIGATE; PERSON
100261,FEMALE,BOSTON,9 DITMUS CT,3/4/15 00:00,B(Black),Med,I,F,3/4/15 00:00,BLU PANTS; BLU STRIPE shirt; BLU SHOES,30,RADIO CALL,DISTURBANCE
100262,MALE,BOSTON,42 LAWRENCE AV,2/20/15 00:00,B(Black),Dark,IOFS,SF,2/20/15 00:00,,30,INVESTIGATIVE,INVESTIGATE; PERSON
100263,MALE,BOSTON,0 DUDLEY ST,2/18/15 00:00,B(Black),Brown,IO,F,2/18/15 00:00,,30,,INVESTIGATE; PERSON
100264,MALE,BOSTON, WASHINGTON ST,2/18/15 00:00,B(Black),Dark,I,,2/18/15 00:00,BRN JKT blue jeans,30,INVESTIGATIVE,DRUGS; CONSPIRACY
100265,MALE,BOSTON, PRINCE ST,2/17/15 00:00,B(Black),NO DATA ENTERED,I,,2/17/15 00:00,BOUNCER CLOTHING/GREATEST BAR,30,OTHER (SPECIFY),MALICIOUS DESTRUCTION OF PROPERTY
